"activity" "subject" "measurement" "mean(value)"
"SITTING" 19 "angle(tBodyAccJerkMean),gravityMean)" 0.00371223512405555
"SITTING" 19 "angle(tBodyGyroMean,gravityMean)" 0.0315544716051111
"SITTING" 19 "angle(tBodyGyroJerkMean,gravityMean)" 0.00103397442222222
"SITTING" 19 "angle(X,gravityMean)" -0.297667818083333
"SITTING" 19 "angle(Y,gravityMean)" 0.00151612316111111
"SITTING" 19 "angle(Z,gravityMean)" -0.156363049583333
"SITTING" 19 "tBodyAcc-std()-X" -0.574658922919194
"SITTING" 19 "tBodyAcc-std()-Y" -0.507035084992639
"SITTING" 19 "tBodyAcc-std()-Z" -0.649184726556944
"SITTING" 19 "tGravityAcc-std()-X" -0.958290447861111
"SITTING" 19 "tGravityAcc-std()-Y" -0.95925383425
"SITTING" 19 "tGravityAcc-std()-Z" -0.94180028475
"SITTING" 19 "tBodyAccJerk-std()-X" -0.571088266146083
"SITTING" 19 "tBodyAccJerk-std()-Y" -0.571311190432222
"SITTING" 19 "tBodyAccJerk-std()-Z" -0.705342976190833
"SITTING" 19 "tBodyGyro-std()-X" -0.637789914575556
"SITTING" 19 "tBodyGyro-std()-Y" -0.643866300560306
"SITTING" 19 "tBodyGyro-std()-Z" -0.645682212189167
"SITTING" 19 "tBodyGyroJerk-std()-X" -0.618836206634444
"SITTING" 19 "tBodyGyroJerk-std()-Y" -0.725991380623889
"SITTING" 19 "tBodyGyroJerk-std()-Z" -0.686684583831583
"SITTING" 19 "tBodyAccMag-std()" -0.599552767486306
"SITTING" 19 "tGravityAccMag-std()" -0.599552767486306
"SITTING" 19 "tBodyAccJerkMag-std()" -0.601918552871944
"SITTING" 19 "tBodyGyroMag-std()" -0.610093380740278
"SITTING" 19 "tBodyGyroJerkMag-std()" -0.7255986988425
"SITTING" 19 "fBodyAcc-std()-X" -0.5708979748225
"SITTING" 19 "fBodyAcc-std()-Y" -0.530901585022361
"SITTING" 19 "fBodyAcc-std()-Z" -0.680291382637222
"SITTING" 19 "fBodyAccJerk-std()-X" -0.586910128980833
"SITTING" 19 "fBodyAccJerk-std()-Y" -0.572596722878
"SITTING" 19 "fBodyAccJerk-std()-Z" -0.728521901498861
"SITTING" 19 "fBodyGyro-std()-X" -0.666071315599889
"SITTING" 19 "fBodyGyro-std()-Y" -0.650105402347778
"SITTING" 19 "fBodyGyro-std()-Z" -0.694729075491667
"SITTING" 19 "fBodyAccMag-std()" -0.689860920113889
"SITTING" 19 "fBodyBodyAccJerkMag-std()" -0.641089005857778
"SITTING" 19 "fBodyBodyGyroMag-std()" -0.662325968145833
"SITTING" 19 "fBodyBodyGyroJerkMag-std()" -0.754223739441667
"SITTING" 21 "tBodyAcc-mean()-X" 0.277466525522059
"SITTING" 21 "tBodyAcc-mean()-Y" -0.0176664578561765
"SITTING" 21 "tBodyAcc-mean()-Z" -0.10877848058848
"SITTING" 21 "tGravityAcc-mean()-X" 0.645775957808824
"SITTING" 21 "tGravityAcc-mean()-Y" -0.0750963071446078
"SITTING" 21 "tGravityAcc-mean()-Z" 0.0321851774362745
"SITTING" 21 "tBodyAccJerk-mean()-X" 0.0822207874776961
"SITTING" 21 "tBodyAccJerk-mean()-Y" 0.00350107553584853
"SITTING" 21 "tBodyAccJerk-mean()-Z" -0.010659072671299
"SITTING" 21 "tBodyGyro-mean()-X" -0.0276346639303578
"SITTING" 21 "tBodyGyro-mean()-Y" -0.0784719736838971
"SITTING" 21 "tBodyGyro-mean()-Z" 0.0861212668362745
"SITTING" 21 "tBodyGyroJerk-mean()-X" -0.100558317889216
"SITTING" 21 "tBodyGyroJerk-mean()-Y" -0.0408236141863333
"SITTING" 21 "tBodyGyroJerk-mean()-Z" -0.0533861046416422
"SITTING" 21 "tBodyAccMag-mean()" -0.620309259553676
"SITTING" 21 "tGravityAccMag-mean()" -0.620309259553676
"SITTING" 21 "tBodyAccJerkMag-mean()" -0.703461275879657
"SITTING" 21 "tBodyGyroMag-mean()" -0.693779224517157
"SITTING" 21 "tBodyGyroJerkMag-mean()" -0.807817403137255
"SITTING" 21 "fBodyAcc-mean()-X" -0.693486097144118
"SITTING" 21 "fBodyAcc-mean()-Y" -0.59377821414902
"SITTING" 21 "fBodyAcc-mean()-Z" -0.707713799021814
"SITTING" 21 "fBodyAcc-meanFreq()-X" -0.230976168156039
"SITTING" 21 "fBodyAcc-meanFreq()-Y" 0.0412761403403333
"SITTING" 21 "fBodyAcc-meanFreq()-Z" 0.0495520452825172
"SITTING" 21 "fBodyAccJerk-mean()-X" -0.71641413145049
"SITTING" 21 "fBodyAccJerk-mean()-Y" -0.678615118728922
"SITTING" 21 "fBodyAccJerk-mean()-Z" -0.767351986555392
"SITTING" 21 "fBodyAccJerk-meanFreq()-X" 0.0168697571497059
"SITTING" 21 "fBodyAccJerk-meanFreq()-Y" -0.161814485722304
"SITTING" 21 "fBodyAccJerk-meanFreq()-Z" -0.112817222676985
"SITTING" 21 "fBodyGyro-mean()-X" -0.752040828651961
"SITTING" 21 "fBodyGyro-mean()-Y" -0.759325714811275
"SITTING" 21 "fBodyGyro-mean()-Z" -0.709471420465686
"SITTING" 21 "fBodyGyro-meanFreq()-X" -0.089010657789951
"SITTING" 21 "fBodyGyro-meanFreq()-Y" -0.18645796643924
"SITTING" 21 "fBodyGyro-meanFreq()-Z" -0.0228851873218137
"SITTING" 21 "fBodyAccMag-mean()" -0.658664719514706
"SITTING" 21 "fBodyAccMag-meanFreq()" 0.0846512609471814
"SITTING" 21 "fBodyBodyAccJerkMag-mean()" -0.679742584809363
"SITTING" 21 "fBodyBodyAccJerkMag-meanFreq()" 0.244321861877647
"SITTING" 21 "fBodyBodyGyroMag-mean()" -0.776473060171569
"SITTING" 21 "fBodyBodyGyroMag-meanFreq()" -0.00571922625735294
"SITTING" 21 "fBodyBodyGyroJerkMag-mean()" -0.826275026053922
"SITTING" 21 "fBodyBodyGyroJerkMag-meanFreq()" 0.205643655933971
"SITTING" 21 "angle(tBodyAccMean,gravity)" 0.0120749006444118
"SITTING" 21 "angle(tBodyAccJerkMean),gravityMean)" -0.0146502110504902
"SITTING" 21 "angle(tBodyGyroMean,gravityMean)" 0.0140122661183824
"SITTING" 21 "angle(tBodyGyroJerkMean,gravityMean)" 0.0220888939914216
"SITTING" 21 "angle(X,gravityMean)" -0.413916194215686
"SITTING" 21 "angle(Y,gravityMean)" 0.128426547916667
"SITTING" 21 "angle(Z,gravityMean)" -0.0191761331715686
"SITTING" 21 "tBodyAcc-std()-X" -0.672323867377451
"SITTING" 21 "tBodyAcc-std()-Y" -0.565585190336299
"SITTING" 21 "tBodyAcc-std()-Z" -0.669621813176471
"SITTING" 21 "tGravityAcc-std()-X" -0.965586634460784
"SITTING" 21 "tGravityAcc-std()-Y" -0.969330818455882
"SITTING" 21 "tGravityAcc-std()-Z" -0.953093993308823
"SITTING" 21 "tBodyAccJerk-std()-X" -0.699763344205784
"SITTING" 21 "tBodyAccJerk-std()-Y" -0.66515912310562
"SITTING" 21 "tBodyAccJerk-std()-Z" -0.78182390148299
"SITTING" 21 "tBodyGyro-std()-X" -0.79617228689951
"SITTING" 21 "tBodyGyro-std()-Y" -0.765057760637255
"SITTING" 21 "tBodyGyro-std()-Z" -0.701642028499559
"SITTING" 21 "tBodyGyroJerk-std()-X" -0.792483156720588
"SITTING" 21 "tBodyGyroJerk-std()-Y" -0.815859336004902
"SITTING" 21 "tBodyGyroJerk-std()-Z" -0.812017312181373
"SITTING" 21 "tBodyAccMag-std()" -0.6601960145
"SITTING" 21 "tGravityAccMag-std()" -0.6601960145
"SITTING" 21 "tBodyAccJerkMag-std()" -0.680069218953922
"SITTING" 21 "tBodyGyroMag-std()" -0.761303119652451
"SITTING" 21 "tBodyGyroJerkMag-std()" -0.82408989995098
"SITTING" 21 "fBodyAcc-std()-X" -0.665349663426471
"SITTING" 21 "fBodyAcc-std()-Y" -0.578748586831863
"SITTING" 21 "fBodyAcc-std()-Z" -0.675588192778676
"SITTING" 21 "fBodyAccJerk-std()-X" -0.709800728388235
"SITTING" 21 "fBodyAccJerk-std()-Y" -0.674102360655147
"SITTING" 21 "fBodyAccJerk-std()-Z" -0.794922813673627
"SITTING" 21 "fBodyGyro-std()-X" -0.811026710110294
"SITTING" 21 "fBodyGyro-std()-Y" -0.771388318823529
"SITTING" 21 "fBodyGyro-std()-Z" -0.728319304730637
"SITTING" 21 "fBodyAccMag-std()" -0.714345739215931
"SITTING" 21 "fBodyBodyAccJerkMag-std()" -0.683725127418382
"SITTING" 21 "fBodyBodyGyroMag-std()" -0.793158526279412
"SITTING" 21 "fBodyBodyGyroJerkMag-std()" -0.834949863259804
"SITTING" 22 "tBodyAcc-mean()-X" 0.279241531908081
"SITTING" 22 "tBodyAcc-mean()-Y" -0.0168623073762273
"SITTING" 22 "tBodyAcc-mean()-Z" -0.108558951083333
"SITTING" 22 "tGravityAcc-mean()-X" 0.675242930959596
"SITTING" 22 "tGravityAcc-mean()-Y" 0.0235808363131313
"SITTING" 22 "tGravityAcc-mean()-Z" 0.236637160405404
"SITTING" 22 "tBodyAccJerk-mean()-X" 0.0847162929146465
"SITTING" 22 "tBodyAccJerk-mean()-Y" 0.0189573433473737
"SITTING" 22 "tBodyAccJerk-mean()-Z" -0.00354166441267677
"SITTING" 22 "tBodyGyro-mean()-X" -0.0122820553981818
"SITTING" 22 "tBodyGyro-mean()-Y" -0.0909878213994949
"SITTING" 22 "tBodyGyro-mean()-Z" 0.0846177356545455
"SITTING" 22 "tBodyGyroJerk-mean()-X" -0.106045772136364
"SITTING" 22 "tBodyGyroJerk-mean()-Y" -0.0372238262065657
"SITTING" 22 "tBodyGyroJerk-mean()-Z" -0.0543623901222222
"SITTING" 22 "tBodyAccMag-mean()" -0.597799544011717
"SITTING" 22 "tGravityAccMag-mean()" -0.597799544011717
"SITTING" 22 "tBodyAccJerkMag-mean()" -0.687293447142929
"SITTING" 22 "tBodyGyroMag-mean()" -0.704296113121212
"SITTING" 22 "tBodyGyroJerkMag-mean()" -0.838758636363636
"SITTING" 22 "fBodyAcc-mean()-X" -0.672665603776768
"SITTING" 22 "fBodyAcc-mean()-Y" -0.606166993241414
"SITTING" 22 "fBodyAcc-mean()-Z" -0.750810842838384
"SITTING" 22 "fBodyAcc-meanFreq()-X" -0.131892357275758
"SITTING" 22 "fBodyAcc-meanFreq()-Y" 0.0276203708297475
"SITTING" 22 "fBodyAcc-meanFreq()-Z" 0.074279722880303
"SITTING" 22 "fBodyAccJerk-mean()-X" -0.680088110645454
"SITTING" 22 "fBodyAccJerk-mean()-Y" -0.65888895869697
"SITTING" 22 "fBodyAccJerk-mean()-Z" -0.795524533080808
"SITTING" 22 "fBodyAccJerk-meanFreq()-X" 0.119210082873737
"SITTING" 22 "fBodyAccJerk-meanFreq()-Y" -0.165402424496465
"SITTING" 22 "fBodyAccJerk-meanFreq()-Z" -0.0253937444080808
"SITTING" 22 "fBodyGyro-mean()-X" -0.700048715979798
"SITTING" 22 "fBodyGyro-mean()-Y" -0.844099768484848
"SITTING" 22 "fBodyGyro-mean()-Z" -0.712700262257576
"SITTING" 22 "fBodyGyro-meanFreq()-X" -0.189229316364141
"SITTING" 22 "fBodyGyro-meanFreq()-Y" -0.236699285483182
"SITTING" 22 "fBodyGyro-meanFreq()-Z" -0.0496800786486869
"SITTING" 22 "fBodyAccMag-mean()" -0.657999241032323
"SITTING" 22 "fBodyAccMag-meanFreq()" 0.114660387515515
"SITTING" 22 "fBodyBodyAccJerkMag-mean()" -0.667449371934343
"SITTING" 22 "fBodyBodyAccJerkMag-meanFreq()" 0.195159519126263
"SITTING" 22 "fBodyBodyGyroMag-mean()" -0.781388848888889
"SITTING" 22 "fBodyBodyGyroMag-meanFreq()" -0.167128243550505
"SITTING" 22 "fBodyBodyGyroJerkMag-mean()" -0.865397185555556
"SITTING" 22 "fBodyBodyGyroJerkMag-meanFreq()" 0.117749012725253
"SITTING" 22 "angle(tBodyAccMean,gravity)" 0.00540435654545454
"SITTING" 22 "angle(tBodyAccJerkMean),gravityMean)" -0.00645666563585858
"SITTING" 22 "angle(tBodyGyroMean,gravityMean)" -0.00823831371111111
"SITTING" 22 "angle(tBodyGyroJerkMean,gravityMean)" 0.00202342190287879
"SITTING" 22 "angle(X,gravityMean)" -0.489256027424242
"SITTING" 22 "angle(Y,gravityMean)" 0.056305095239899
"SITTING" 22 "angle(Z,gravityMean)" -0.157358692081818
"SITTING" 22 "tBodyAcc-std()-X" -0.631563159137374
"SITTING" 22 "tBodyAcc-std()-Y" -0.593370593093586
"SITTING" 22 "tBodyAcc-std()-Z" -0.719165341207576
"SITTING" 22 "tGravityAcc-std()-X" -0.970886422525252
"SITTING" 22 "tGravityAcc-std()-Y" -0.964866300237374
"SITTING" 22 "tGravityAcc-std()-Z" -0.945237536671717
"SITTING" 22 "tBodyAccJerk-std()-X" -0.66465053739798
"SITTING" 22 "tBodyAccJerk-std()-Y" -0.649008826582323
"SITTING" 22 "tBodyAccJerk-std()-Z" -0.811609738686869
"SITTING" 22 "tBodyGyro-std()-X" -0.743170551461616
"SITTING" 22 "tBodyGyro-std()-Y" -0.836307422323232
"SITTING" 22 "tBodyGyro-std()-Z" -0.720618809515152
"SITTING" 22 "tBodyGyroJerk-std()-X" -0.760885591313131
"SITTING" 22 "tBodyGyroJerk-std()-Y" -0.898549452979798
"SITTING" 22 "tBodyGyroJerk-std()-Z" -0.790942774393939
"SITTING" 22 "tBodyAccMag-std()" -0.674728311182828
"SITTING" 22 "tGravityAccMag-std()" -0.674728311182828
"SITTING" 22 "tBodyAccJerkMag-std()" -0.671919866238182
"SITTING" 22 "tBodyGyroMag-std()" -0.732423163577273
"SITTING" 22 "tBodyGyroJerkMag-std()" -0.862669919242424
"SITTING" 22 "fBodyAcc-std()-X" -0.617357217010101
"SITTING" 22 "fBodyAcc-std()-Y" -0.613102962343434
"SITTING" 22 "fBodyAcc-std()-Z" -0.724294244810606
"SITTING" 22 "fBodyAccJerk-std()-X" -0.678917860634848
"SITTING" 22 "fBodyAccJerk-std()-Y" -0.663075714679899
"SITTING" 22 "fBodyAccJerk-std()-Z" -0.826747967929293
"SITTING" 22 "fBodyGyro-std()-X" -0.758195876909091
"SITTING" 22 "fBodyGyro-std()-Y" -0.83351028510101
"SITTING" 22 "fBodyGyro-std()-Z" -0.749282657878788
"SITTING" 22 "fBodyAccMag-std()" -0.736639079823232
"SITTING" 22 "fBodyBodyAccJerkMag-std()" -0.680648314314646
"SITTING" 22 "fBodyBodyGyroMag-std()" -0.748109782232323
"SITTING" 22 "fBodyBodyGyroJerkMag-std()" -0.870345470454545
"STANDING" 18 "tBodyAcc-mean()-X" 0.276177377784431
"STANDING" 18 "tBodyAcc-mean()-Y" -0.0172818741561907
"STANDING" 18 "tBodyAcc-mean()-Z" -0.107940757511976
"STANDING" 18 "tGravityAcc-mean()-X" 0.694792777095808
"STANDING" 18 "tGravityAcc-mean()-Y" -0.0010301843263473
"STANDING" 18 "tGravityAcc-mean()-Z" 0.0910314168113772
"STANDING" 18 "tBodyAccJerk-mean()-X" 0.0776448301356287
"STANDING" 18 "tBodyAccJerk-mean()-Y" 0.0129534445262126
"STANDING" 18 "tBodyAccJerk-mean()-Z" 0.000886467423302994
"STANDING" 18 "tBodyGyro-mean()-X" -0.038430136020509
"STANDING" 18 "tBodyGyro-mean()-Y" -0.0672248771926647
"STANDING" 18 "tBodyGyro-mean()-Z" 0.0913241464640719
"STANDING" 18 "tBodyGyroJerk-mean()-X" -0.0940621740320958
"STANDING" 18 "tBodyGyroJerk-mean()-Y" -0.0445622527458084
"STANDING" 18 "tBodyGyroJerk-mean()-Z" -0.0571652014122156
"STANDING" 18 "tBodyAccMag-mean()" -0.630947459700599
"STANDING" 18 "tGravityAccMag-mean()" -0.630947459700599
"STANDING" 18 "tBodyAccJerkMag-mean()" -0.73320719751497
"STANDING" 18 "tBodyGyroMag-mean()" -0.693434577904192
"STANDING" 18 "tBodyGyroJerkMag-mean()" -0.84851863011976
"STANDING" 18 "fBodyAcc-mean()-X" -0.689453051047904
"STANDING" 18 "fBodyAcc-mean()-Y" -0.637957449640719
"STANDING" 18 "fBodyAcc-mean()-Z" -0.742231387634731
"STANDING" 18 "fBodyAcc-meanFreq()-X" -0.225782780243931
"STANDING" 18 "fBodyAcc-meanFreq()-Y" 0.0240758218553892
"STANDING" 18 "fBodyAcc-meanFreq()-Z" 0.0124661629920389
"STANDING" 18 "fBodyAccJerk-mean()-X" -0.728496455928144
"STANDING" 18 "fBodyAccJerk-mean()-Y" -0.723907683083832
"STANDING" 18 "fBodyAccJerk-mean()-Z" -0.819222532994012
"STANDING" 18 "fBodyAccJerk-meanFreq()-X" -0.0885695985083832
"STANDING" 18 "fBodyAccJerk-meanFreq()-Y" -0.213292981460988
"STANDING" 18 "fBodyAccJerk-meanFreq()-Z" -0.132301055121856
"STANDING" 18 "fBodyGyro-mean()-X" -0.772855463736527
"STANDING" 18 "fBodyGyro-mean()-Y" -0.801441592754491
"STANDING" 18 "fBodyGyro-mean()-Z" -0.737016020538922
"STANDING" 18 "fBodyGyro-meanFreq()-X" -0.0962211625121257
"STANDING" 18 "fBodyGyro-meanFreq()-Y" -0.23377520243015
"STANDING" 18 "fBodyGyro-meanFreq()-Z" -0.0764512199938024
"STANDING" 18 "fBodyAccMag-mean()" -0.673154380637725
"STANDING" 18 "fBodyAccMag-meanFreq()" 0.103081327570659
"STANDING" 18 "fBodyBodyAccJerkMag-mean()" -0.720747618404192
"STANDING" 18 "fBodyBodyAccJerkMag-meanFreq()" 0.212048591008512
"STANDING" 18 "fBodyBodyGyroMag-mean()" -0.802962549161677
"STANDING" 18 "fBodyBodyGyroMag-meanFreq()" -0.0342610055482036
"STANDING" 18 "fBodyBodyGyroJerkMag-mean()" -0.875441210479042
"STANDING" 18 "fBodyBodyGyroJerkMag-meanFreq()" 0.211307971857575
"STANDING" 18 "angle(tBodyAccMean,gravity)" 0.00921164502604791
"STANDING" 18 "angle(tBodyAccJerkMean),gravityMean)" 0.0189317559550599
"STANDING" 18 "angle(tBodyGyroMean,gravityMean)" 0.0233929611976048
"STANDING" 18 "angle(tBodyGyroJerkMean,gravityMean)" -0.0381586144841317
"STANDING" 18 "angle(X,gravityMean)" -0.493863855508982
"STANDING" 18 "angle(Y,gravityMean)" 0.064275769243024
"STANDING" 18 "angle(Z,gravityMean)" -0.0539171317694611
"STANDING" 18 "tBodyAcc-std()-X" -0.667932305209581
"STANDING" 18 "tBodyAcc-std()-Y" -0.599095553763473
"STANDING" 18 "tBodyAcc-std()-Z" -0.679216670329341
"STANDING" 18 "tGravityAcc-std()-X" -0.978742766586826
"STANDING" 18 "tGravityAcc-std()-Y" -0.968999955598802
"STANDING" 18 "tGravityAcc-std()-Z" -0.958147490299401
"STANDING" 18 "tBodyAccJerk-std()-X" -0.711725557065868
"STANDING" 18 "tBodyAccJerk-std()-Y" -0.711788469131737
"STANDING" 18 "tBodyAccJerk-std()-Z" -0.834520665329341
"STANDING" 18 "tBodyGyro-std()-X" -0.791426443721557
"STANDING" 18 "tBodyGyro-std()-Y" -0.759370761556886
"STANDING" 18 "tBodyGyro-std()-Z" -0.72614680991018
"STANDING" 18 "tBodyGyroJerk-std()-X" -0.830920002934132
"STANDING" 18 "tBodyGyroJerk-std()-Y" -0.874371824640719
"STANDING" 18 "tBodyGyroJerk-std()-Z" -0.825666964760479
"STANDING" 18 "tBodyAccMag-std()" -0.665011683643713
"STANDING" 18 "tGravityAccMag-std()" -0.665011683643713
"STANDING" 18 "tBodyAccJerkMag-std()" -0.723788786335329
"STANDING" 18 "tBodyGyroMag-std()" -0.760315278287425
"STANDING" 18 "tBodyGyroJerkMag-std()" -0.879781879790419
"STANDING" 18 "fBodyAcc-std()-X" -0.660489537904192
"STANDING" 18 "fBodyAcc-std()-Y" -0.605510423961078
"STANDING" 18 "fBodyAcc-std()-Z" -0.672541676278443
"STANDING" 18 "fBodyAccJerk-std()-X" -0.720203372035928
"STANDING" 18 "fBodyAccJerk-std()-Y" -0.718398453652695
"STANDING" 18 "fBodyAccJerk-std()-Z" -0.848506493113772
"STANDING" 18 "fBodyGyro-std()-X" -0.799760555973054
"STANDING" 18 "fBodyGyro-std()-Y" -0.74032145739521
"STANDING" 18 "fBodyGyro-std()-Z" -0.748592744401198
"STANDING" 18 "fBodyAccMag-std()" -0.713137798532934
"STANDING" 18 "fBodyBodyAccJerkMag-std()" -0.729163423712575
"STANDING" 18 "fBodyBodyGyroMag-std()" -0.775670438287425
"STANDING" 18 "fBodyBodyGyroJerkMag-std()" -0.894709025422156
"STANDING" 20 "tBodyAcc-mean()-X" 0.268595205636364
"STANDING" 20 "tBodyAcc-mean()-Y" -0.0192867074389394
"STANDING" 20 "tBodyAcc-mean()-Z" -0.111651090326263
"STANDING" 20 "tGravityAcc-mean()-X" 0.657243899191919
"STANDING" 20 "tGravityAcc-mean()-Y" -0.0686181655555556
"STANDING" 20 "tGravityAcc-mean()-Z" 0.10679036740404
"STANDING" 20 "tBodyAccJerk-mean()-X" 0.0835868911373737
"STANDING" 20 "tBodyAccJerk-mean()-Y" 0.00611187765247475
"STANDING" 20 "tBodyAccJerk-mean()-Z" -0.00607491491689899
"STANDING" 20 "tBodyGyro-mean()-X" -0.0256483096989899
"STANDING" 20 "tBodyGyro-mean()-Y" -0.0789307564061111
"STANDING" 20 "tBodyGyro-mean()-Z" 0.082163496089899
"STANDING" 20 "tBodyGyroJerk-mean()-X" -0.0953189767722222
"STANDING" 20 "tBodyGyroJerk-mean()-Y" -0.0424081459060606
"STANDING" 20 "tBodyGyroJerk-mean()-Z" -0.0556613228575758
"STANDING" 20 "tBodyAccMag-mean()" -0.56833411675101
"STANDING" 20 "tGravityAccMag-mean()" -0.56833411675101
"STANDING" 20 "tBodyAccJerkMag-mean()" -0.663144565966667
"STANDING" 20 "tBodyGyroMag-mean()" -0.581261642571717
"STANDING" 20 "tBodyGyroJerkMag-mean()" -0.730864782378788
"STANDING" 20 "fBodyAcc-mean()-X" -0.645734537631313
"STANDING" 20 "fBodyAcc-mean()-Y" -0.506320391156566
"STANDING" 20 "fBodyAcc-mean()-Z" -0.659532033916162
"STANDING" 20 "fBodyAcc-meanFreq()-X" -0.192436788947475
"STANDING" 20 "fBodyAcc-meanFreq()-Y" -0.0522809912542424
"STANDING" 20 "fBodyAcc-meanFreq()-Z" 0.0634081553843434
"STANDING" 20 "fBodyAccJerk-mean()-X" -0.674120731307722
"STANDING" 20 "fBodyAccJerk-mean()-Y" -0.629326860401515
"STANDING" 20 "fBodyAccJerk-mean()-Z" -0.734465775308081
"STANDING" 20 "fBodyAccJerk-meanFreq()-X" -0.0582666224645455
"STANDING" 20 "fBodyAccJerk-meanFreq()-Y" -0.31606973410101
"STANDING" 20 "fBodyAccJerk-meanFreq()-Z" -0.175868678319848
"STANDING" 20 "fBodyGyro-mean()-X" -0.663525228784343
"STANDING" 20 "fBodyGyro-mean()-Y" -0.642043649208939
"STANDING" 20 "fBodyGyro-mean()-Z" -0.587217933571212
"STANDING" 20 "fBodyGyro-meanFreq()-X" -0.171197488890051
"STANDING" 20 "fBodyGyro-meanFreq()-Y" -0.225985834516768
"STANDING" 20 "fBodyGyro-meanFreq()-Z" -0.211723505111616
"STANDING" 20 "fBodyAccMag-mean()" -0.603443252690404
"STANDING" 20 "fBodyAccMag-meanFreq()" 0.0499649593454545
"STANDING" 20 "fBodyBodyAccJerkMag-mean()" -0.621138091371919
"STANDING" 20 "fBodyBodyAccJerkMag-meanFreq()" 0.0640208998290909
"STANDING" 20 "fBodyBodyGyroMag-mean()" -0.653958606511717
"STANDING" 20 "fBodyBodyGyroMag-meanFreq()" -0.118915872147677
"STANDING" 20 "fBodyBodyGyroJerkMag-mean()" -0.718871385552626
"STANDING" 20 "fBodyBodyGyroJerkMag-meanFreq()" 0.0154760719333333
"STANDING" 20 "angle(tBodyAccMean,gravity)" 0.0117155387530808
"STANDING" 20 "angle(tBodyAccJerkMean),gravityMean)" 0.0105804088313131
"STANDING" 20 "angle(tBodyGyroMean,gravityMean)" -0.00827272942626263
"STANDING" 20 "angle(tBodyGyroJerkMean,gravityMean)" -0.00287453410606061
"STANDING" 20 "angle(X,gravityMean)" -0.458539856414141
"STANDING" 20 "angle(Y,gravityMean)" 0.117997853806566
"STANDING" 20 "angle(Z,gravityMean)" -0.0577301553837374
"STANDING" 20 "tBodyAcc-std()-X" -0.650788909160606
"STANDING" 20 "tBodyAcc-std()-Y" -0.456259753985354
"STANDING" 20 "tBodyAcc-std()-Z" -0.630893001863636
"STANDING" 20 "tGravityAcc-std()-X" -0.958324946717172
"STANDING" 20 "tGravityAcc-std()-Y" -0.953576080606061
"STANDING" 20 "tGravityAcc-std()-Z" -0.93887359689899
"STANDING" 20 "tBodyAccJerk-std()-X" -0.659309592116667
"STANDING" 20 "tBodyAccJerk-std()-Y" -0.606793100151515
"STANDING" 20 "tBodyAccJerk-std()-Z" -0.75401945230303
"STANDING" 20 "tBodyGyro-std()-X" -0.70994810379798
"STANDING" 20 "tBodyGyro-std()-Y" -0.642839666627273
"STANDING" 20 "tBodyGyro-std()-Z" -0.579620527478788
"STANDING" 20 "tBodyGyroJerk-std()-X" -0.733941115257576
"STANDING" 20 "tBodyGyroJerk-std()-Y" -0.716353299126263
"STANDING" 20 "tBodyGyroJerk-std()-Z" -0.715358641818182
"STANDING" 20 "tBodyAccMag-std()" -0.614326377454545
"STANDING" 20 "tGravityAccMag-std()" -0.614326377454545
"STANDING" 20 "tBodyAccJerkMag-std()" -0.626302305960101
"STANDING" 20 "tBodyGyroMag-std()" -0.626155662129697
"STANDING" 20 "tBodyGyroJerkMag-std()" -0.707476828521212
"STANDING" 20 "fBodyAcc-std()-X" -0.654036248306667
"STANDING" 20 "fBodyAcc-std()-Y" -0.466298670467677
"STANDING" 20 "fBodyAcc-std()-Z" -0.644857545959596
"STANDING" 20 "fBodyAccJerk-std()-X" -0.674575997207071
"STANDING" 20 "fBodyAccJerk-std()-Y" -0.609033040979596
"STANDING" 20 "fBodyAccJerk-std()-Z" -0.772151009146465
"STANDING" 20 "fBodyGyro-std()-X" -0.726226342060606
"STANDING" 20 "fBodyGyro-std()-Y" -0.646762421016667
"STANDING" 20 "fBodyGyro-std()-Z" -0.616340393406566
"STANDING" 20 "fBodyAccMag-std()" -0.683038764726768
"STANDING" 20 "fBodyBodyAccJerkMag-std()" -0.635841381332323
"STANDING" 20 "fBodyBodyGyroMag-std()" -0.673230720494949
"STANDING" 20 "fBodyBodyGyroJerkMag-std()" -0.713768868169192
"STANDING" 22 "tBodyAcc-mean()-X" 0.267565895829268
"STANDING" 22 "tBodyAcc-mean()-Y" -0.016771104312122
"STANDING" 22 "tBodyAcc-mean()-Z" -0.108849744982114
"STANDING" 22 "tGravityAcc-mean()-X" 0.503385126178862
"STANDING" 22 "tGravityAcc-mean()-Y" 0.0442736759186992
"STANDING" 22 "tGravityAcc-mean()-Z" 0.234681679495935
"STANDING" 22 "tBodyAccJerk-mean()-X" 0.0700672625147154
"STANDING" 22 "tBodyAccJerk-mean()-Y" 0.00930099346105691
"STANDING" 22 "tBodyAccJerk-mean()-Z" -0.0131640140761789
"STANDING" 22 "tBodyGyro-mean()-X" -0.00112339350162602
"STANDING" 22 "tBodyGyro-mean()-Y" -0.10137018874878
"STANDING" 22 "tBodyGyro-mean()-Z" 0.0758043878666667
"STANDING" 22 "tBodyGyroJerk-mean()-X" -0.114427759866748
"STANDING" 22 "tBodyGyroJerk-mean()-Y" -0.0404541723047154
"STANDING" 22 "tBodyGyroJerk-mean()-Z" -0.0644152729899187
"STANDING" 22 "tBodyAccMag-mean()" -0.353264495414634
